nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,observacao,confianca
Agricultural Corp,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Agricultural Corp,Padrão de empresa privada ou centro de P&D corporativo.,Alta
DSAHR Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,DSAHR Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
United Nations Populat Fund Country Off,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,United Nations Populat Fund Country Off,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Aptisens Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Aptisens Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Childrens Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Childrens Hospital,Não cadastrar como instituição de ensino principal.,Alta
Actuaro Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Actuaro Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
4Robot Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,4Robot Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Smart League SRL,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Smart League SRL,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Google DeepMind,mover_para_organizacoes,organizacoes,Empresa / centro de pesquisa corporativo,Google DeepMind,Unificar grafia.,Alta
Unnan City Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Unnan City Hospital,Não cadastrar como instituição de ensino principal.,Alta
GEOVIS Wisdom Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,GEOVIS Wisdom Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
SINOMACH Digital Technol Corp Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,SINOMACH Digital Technology Corp Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Forschungszentrum Julich GMBH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Forschungszentrum Julich GMBH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Forschungszentrum Julich Gmbh,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Forschungszentrum Julich Gmbh,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Fraunhofer Inst Intelligent Anal & Informat Syst I,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Fraunhofer Institute Intelligent Anal & Informat Syst I,Padrão de empresa privada ou centro de P&D corporativo.,Alta
IRCCS Casa Sollievo Della Sofferenza Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,IRCCS Casa Sollievo Della Sofferenza Hospital,Não cadastrar como instituição de ensino principal.,Alta
San Camillo Forlanini Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,San Camillo Forlanini Hospital,Não cadastrar como instituição de ensino principal.,Alta
Dept Urbanist & Ordenac Terr,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Urbanist & Ordenac Terr,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Minist Agr Anim Ind & Fisheries,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Agricultural Anim Ind & Fisheries,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Sichuan Prov Dept Housing & Urban Rural Dev,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Sichuan Prov Department Housing & Urban Rural Dev,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Croptimisitcs Technol Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Croptimisitcs Technology Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
IBM Res UK,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,IBM Research UK,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Woebot Hlth,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Woebot Health,Não cadastrar como instituição de ensino principal.,Alta
WeiFang Tradit Chinese Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,WeiFang Tradit Chinese Hospital,Não cadastrar como instituição de ensino principal.,Alta
Ind Syst Inst,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Ind Syst Institute,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Shandong Lushou Seed Ind Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Shandong Lushou Seed Ind Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
HLX Innovat Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,HLX Innovat Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Markov Solut,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Markov Solut,Padrão de empresa privada ou centro de P&D corporativo.,Alta
BASF Business Serv GmbH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,BASF Business Serv GmbH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Italian Space Agcy,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Italian Space Agency,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Space4Good BV,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Space4Good BV,Padrão de empresa privada ou centro de P&D corporativo.,Alta
PowerChina Huadong Engn Corp Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,PowerChina Huadong Engineering Corp Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Food & Agr Org FAO United Nations,mover_para_organizacoes,organizacoes,Organismo internacional,Food and Agriculture Organization of the United Nations,Unificar grafia.,Alta
United States Dept Agr USDA,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,United States Department Agricultural USDA,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Murcia Hlth Serv,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Murcia Health Serv,Não cadastrar como instituição de ensino principal.,Alta
ADAMA Agr Solut Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,ADAMA Agricultural Solut Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Ctr Invas Cardiol Electrotherapy & Angiol,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Center Invas Cardiol Electrotherapy & Angiol,Não cadastrar como instituição de ensino principal.,Alta
Dow Agrosci Canada Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Dow Agrosci Canada Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Westmead Private Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Westmead Private Hospital,Não cadastrar como instituição de ensino principal.,Alta
OFDC Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,OFDC Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Wills Eye Hosp & Res Inst,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Wills Eye Hospital & Research Institute,Não cadastrar como instituição de ensino principal.,Alta
ImpactInvest Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,ImpactInvest Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Marshfield Clin Hlth Syst,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Marshfield Clin Health Syst,Não cadastrar como instituição de ensino principal.,Alta
China Tobacco Jiangsu Ind Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,China Tobacco Jiangsu Ind Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
China Tobacco Hebei Ind Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,China Tobacco Hebei Ind Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Clin MEDS,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Clin MEDS,Não cadastrar como instituição de ensino principal.,Alta
St Johns Natl Acad Hlth Sci,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,St Johns National Acad Health Science,Não cadastrar como instituição de ensino principal.,Alta
Kasturba Med Coll & Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Kasturba Med College & Hospital,Não cadastrar como instituição de ensino principal.,Alta
Fdn I D Software Libre FIDESOL,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Fdn I D Software Libre FIDESOL,Padrão de empresa privada ou centro de P&D corporativo.,Alta
OpenSky Data Syst Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,OpenSky Data Syst Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Amazon Com Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Amazon Com Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
CINAR Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,CINAR Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Rose Li & Associates Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Rose Li & Associates Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Cedars Sinai Med Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Cedars Sinai Med Center,Não cadastrar como instituição de ensino principal.,Alta
Intelligent Syst & Machine Learning Lab,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Intelligent Syst & Machine Learning Lab,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Korea Agr Promot Agcy,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Korea Agricultural Promot Agency,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Huawei Technol Co,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Huawei Technology Co,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Ctr Addict & Mental Hlth,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Center Addict & Mental Health,Não cadastrar como instituição de ensino principal.,Alta
Guodian United Power Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Guodian United Power Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Caribbean Univ Corp CECAR,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Caribbean University Corp CECAR,Padrão de empresa privada ou centro de P&D corporativo.,Alta
2 Peoples Hosp Lanzhou,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,2 Peoples Hospital Lanzhou,Não cadastrar como instituição de ensino principal.,Alta
Emile Muller Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Emile Muller Hospital,Não cadastrar como instituição de ensino principal.,Alta
Ingenium Naturae Private Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Ingenium Naturae Private Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Nestle Res & Dev Ctr,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Nestle Research & Dev Center,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Vishwakarma Govt Engn Coll,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Vishwakarma Govt Engineering College,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Natl Inst Res Dev Machines & Installat Designed Ag,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,National Institute Research Dev Machines & Installat Designed Ag,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Monash Hlth,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Monash Health,Não cadastrar como instituição de ensino principal.,Alta
Childrens Med Ctr Cent Texas,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Childrens Med Center Cent Texas,Não cadastrar como instituição de ensino principal.,Alta
Tokyo Metropolitan Inst Publ Hlth,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Tokyo Metropolitan Institute Publ Health,Não cadastrar como instituição de ensino principal.,Alta
Specifica Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Specifica Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Colorado Dept Publ Hlth & Environm,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Colorado Department Publ Health & Environment,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Kaohsiung Armed Forces Gen Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Kaohsiung Armed Forces Gen Hospital,Não cadastrar como instituição de ensino principal.,Alta
Dalin Tzu Chi Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Dalin Tzu Chi Hospital,Não cadastrar como instituição de ensino principal.,Alta
