valor_original,ocorrencias,categoria,acao_recomendada,country_name_sugerido,state_sigla_sugerido,state_name_sugerido,postal_code_sugerido,observacao
AR 71655 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AR,Arkansas,71655,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 95814 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,95814,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94705 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94705,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60608 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60608,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 61107 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,61107,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97124 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97124,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 12222 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,12222,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NV 89154 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NV,Nevada,89154,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WI 54904 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WI,Wisconsin,54904,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 28723 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,28723,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 30477 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,30477,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MT 59106 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MT,Montana,59106,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 17821 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,17821,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94118 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94118,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
HI 96743 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,HI,Hawaii,96743,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TN 37044 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TN,Tennessee,37044,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27707 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27707,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 92110 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,92110,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VI USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VI,U.S. Virgin Islands,,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WI 53211 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WI,Wisconsin,53211,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 24711 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,24711,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 21613 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,21613,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 21801 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,21801,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
HI 96813 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,HI,Hawaii,96813,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
HI 96817 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,HI,Hawaii,96817,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
RI 02809 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,RI,Rhode Island,02809,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 79556 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,79556,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 21853 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,21853,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32211 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32211,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
KY 40202 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,KY,Kentucky,40202,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10467 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10467,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 92620 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,92620,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NJ 07110 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NJ,New Jersey,07110,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32826 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32826,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 44240 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,44240,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
LA 71112 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,LA,Louisiana,71112,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 44106 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,44106,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CT 06518 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CT,Connecticut,06518,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VA 24142 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VA,Virginia,24142,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60609 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60609,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IA 50614 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IA,Iowa,50614,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 92618 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,92618,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10038 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10038,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AR 71801 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AR,Arkansas,71801,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 75013 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,75013,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MN 56093 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MN,Minnesota,56093,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10017 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10017,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WV 25443 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WV,West Virginia,25443,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 34209 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,34209,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 49503 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,49503,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DE 19718 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DE,Delaware,19718,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VA 22201 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VA,Virginia,22201,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80524 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80524,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
LA 70808 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,LA,Louisiana,70808,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 13902 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,13902,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WV 25701 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WV,West Virginia,25701,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94609 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94609,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AL 35401 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AL,Alabama,35401,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MO 14263 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MO,Missouri,14263,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TN 38501 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TN,Tennessee,38501,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94105 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94105,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AL 36101 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AL,Alabama,36101,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27604 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27604,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
