nome_variacao_original,ocorrencias,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
Hop Abass Ndao,,revisar_manualmente,revisao_manual,Indefinido,Hop Abass Ndao,,Não há padrão suficiente para corrigir automaticamente.,Baixa
GAB BIOTECHNOL IFU UMWELTANALYT GMBH,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,GAB BIOTECHNOL IFU UMWELTANALYT GMBH,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
HOECHST SCHERING AGREVO GMBH,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,HOECHST SCHERING AGREVO GMBH,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
BASF AG,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,BASF AG,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Sch Informat Sci & Engn,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sch Informat Science & Engineering,Sch Informat Sci & Engn,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Pilot Sch Software,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,National Pilot Sch Software,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Shenyang Inst Automat,,revisar_manualmente,revisao_manual,Indefinido,Shenyang Institute Automat,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Politekn Pariwisata Lombok,,revisar_manualmente,revisao_manual,Indefinido,Politekn Pariwisata Lombok,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Univ Valle sede Buga,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Valle sede Buga,Univ Valle sede Buga,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Valle sede Tulua,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Valle sede Tulua,Univ Valle sede Tulua,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Tech Univ Koszalin,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Technology University Koszalin,Tech Univ Koszalin,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Mil Univ Technol Warsaw,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Mil University Technology Warsaw,Mil Univ Technol Warsaw,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
JIS Coll Engn,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,JIS College Engineering,JIS Coll Engn,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
St Josephs Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,St Josephs University,St Josephs Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sathyabama Inst Sci & Technol Deemed be Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sathyabama Institute Science & Technology Deemed be University,Sathyabama Inst Sci & Technol Deemed be Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
BS Abdur Rahman Crescent Inst Sci & Technol,,revisar_manualmente,revisao_manual,Indefinido,BS Abdur Rahman Crescent Institute Science & Technology,,Não há padrão suficiente para corrigir automaticamente.,Baixa
State Key Lab Intelligent Agr Power Equipment,,revisar_manualmente,revisao_manual,Indefinido,State Key Lab Intelligent Agricultural Power Equipment,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Nongxin Technol Beijing Co Ltd,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Nongxin Technology Beijing Co Ltd,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Escola Super Tecnol & Gestao Agueda,,revisar_manualmente,revisao_manual,Indefinido,Escola Super Tecnol & Gestao Agueda,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Inst Nacl Invest Agr & Vet,,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Agricultural & Vet,Inst Nacl Invest Agr & Vet,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
NUI Galway,,revisar_manualmente,revisao_manual,Indefinido,NUI Galway,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Univ London Queen Mary & Westfield Coll,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University London Queen Mary & Westfield College,Univ London Queen Mary & Westfield Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
CIRAD UMR SENS,,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CIRAD UMR SENS,CIRAD UMR SENS,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Senegalais Rech Agricoles ISRA,,revisar_manualmente,revisao_manual,Indefinido,Institute Senegalais Rech Agricoles ISRA,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Avyagraha Res & Analyt LLP,,revisar_manualmente,revisao_manual,Indefinido,Avyagraha Research & Analyt LLP,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Rashtrasant Tukadoji Maharaj Nagpur Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Rashtrasant Tukadoji Maharaj Nagpur University,Rashtrasant Tukadoji Maharaj Nagpur Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
RIKEN,,revisar_manualmente,revisao_manual,Indefinido,RIKEN,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Govt Coll Univ Faisalabad,,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Govt College University Faisalabad,,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Islamia Coll Peshawar,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Islamia College Peshawar,Islamia Coll Peshawar,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
IMsci Peshawar & IT,,revisar_manualmente,revisao_manual,Indefinido,IMsci Peshawar & IT,,Não há padrão suficiente para corrigir automaticamente.,Baixa
CIT Kokrajhar,,revisar_manualmente,revisao_manual,Indefinido,CIT Kokrajhar,,Não há padrão suficiente para corrigir automaticamente.,Baixa
IIT Guwahati,,revisar_manualmente,revisao_manual,Indefinido,IIT Guwahati,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Hongik Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Hongik University,Hongik Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Ecdysis Fdn,,revisar_manualmente,revisao_manual,Indefinido,Ecdysis Fdn,,Não há padrão suficiente para corrigir automaticamente.,Baixa
AntData Ltd,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,AntData Ltd,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
5micron GmbH,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,5micron GmbH,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
OSTAKON GmbH,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,OSTAKON GmbH,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Deutsch Eisenbahn Serv AG,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Deutsch Eisenbahn Serv AG,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
So Illinois Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,So Illinois University,So Illinois Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Ctr Sperimentaz Assistenza Agr CeRSAA,,revisar_manualmente,revisao_manual,Indefinido,Center Sperimentaz Assistenza Agricultural CeRSAA,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Agricontrol Snc Balbo & Secco,,revisar_manualmente,revisao_manual,Indefinido,Agricontrol Snc Balbo & Secco,,Não há padrão suficiente para corrigir automaticamente.,Baixa
El Paso Community Coll,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,El Paso Community College,El Paso Community Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Lone Star Coll Montgomery,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Lone Star College Montgomery,Lone Star Coll Montgomery,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Delta Higher Inst Engn & Technol DHIET,,revisar_manualmente,revisao_manual,Indefinido,Delta Higher Institute Engineering & Technology DHIET,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Univ Oeste St Catarina,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Oeste St Catarina,Univ Oeste St Catarina,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Fed Fronteira Sul,,adicionar_como_variacao,instituicoes,Universidade,Universidade Federal da Fronteira Sul,Univ Fed Fronteira Sul,Corrigir nome oficial.,Alta
Univ Sul St Catarina,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Sul St Catarina,Univ Sul St Catarina,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Survival Women & Children Fdn,,revisar_manualmente,revisao_manual,Indefinido,Survival Women & Children Fdn,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Cent Weather Bur,,revisar_manualmente,revisao_manual,Indefinido,Cent Weather Bur,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Int Univ Rioja,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Int University Rioja,Int Univ Rioja,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Europea Madrid,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Europea Madrid,Univ Europea Madrid,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Egyptian Propylene & Polypropylene Co EPPC,,revisar_manualmente,revisao_manual,Indefinido,Egyptian Propylene & Polypropylene Co EPPC,,Não há padrão suficiente para corrigir automaticamente.,Baixa
British Univ Egypt BUE,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,British University Egypt BUE,British Univ Egypt BUE,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Alliance Arheo,,revisar_manualmente,revisao_manual,Indefinido,Alliance Arheo,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Istanbul Sabahattin Zaim Univ,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Istanbul Sabahattin Zaim University,Istanbul Sabahattin Zaim Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Karlsruhe Inst Optron Syst Technol & Image Exploi,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Karlsruhe Institute Optron Syst Technology & Image Exploi,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Fraunhofer IPMS,,revisar_manualmente,revisao_manual,Indefinido,Fraunhofer IPMS,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Super Coll Girls,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Super College Girls,Super Coll Girls,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Soo Energy Co Ltd,,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Soo Energy Co Ltd,,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Noida Inst Engn Technol,,revisar_manualmente,revisao_manual,Indefinido,Noida Institute Engineering Technology,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Univ Ontario,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Ontario,Univ Ontario,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Kazakh Res Inst Proc & Food Ind,,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kazakh Research Institute Proc & Food Ind,Kazakh Res Inst Proc & Food Ind,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
MRERU Univ Abou Bakr Belkaid,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,MRERU University Abou Bakr Belkaid,MRERU Univ Abou Bakr Belkaid,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Valenciennes,,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Valenciennes,Univ Valenciennes,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Junta Andalucia,,revisar_manualmente,revisao_manual,Indefinido,Junta Andalucia,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Vegetable Res Stn,,revisar_manualmente,revisao_manual,Indefinido,Vegetable Research Stn,,Não há padrão suficiente para corrigir automaticamente.,Baixa
Rajiv Gandhi Proudyogiki Vishwavidhyalaya,,revisar_manualmente,revisao_manual,Indefinido,Rajiv Gandhi Proudyogiki Vishwavidhyalaya,,Não há padrão suficiente para corrigir automaticamente.,Baixa
