nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
UTE Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,UTE University,UTE Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Anhui Xinhua Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Anhui Xinhua University,Anhui Xinhua Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Estadual Goias,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Estadual Goias,Univ Estadual Goias,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
MRK Inst Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,MRK Institute Technology,MRK Inst Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Inst Technol Hamirpur,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,National Institute Technology Hamirpur,Natl Inst Technol Hamirpur,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Behbahan Khatamal Anbia Univ Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Behbahan Khatamal Anbia University Technology,Behbahan Khatamal Anbia Univ Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
BrighamYoung Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,BrighamYoung University,BrighamYoung Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Hanoi Univ Ind HaUI,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Hanoi University Ind HaUI,Hanoi Univ Ind HaUI,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Appl Sci Luebeck,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Appl Science Luebeck,Univ Appl Sci Luebeck,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Zhejiang Yuexiu Univ Foreign Languages,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Zhejiang Yuexiu University Foreign Languages,Zhejiang Yuexiu Univ Foreign Languages,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Zhongyuan Univ Sci & Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Zhongyuan University Science & Technology,Zhongyuan Univ Sci & Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Jamahuriya Univ Sci & Technol JUST,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Jamahuriya University Science & Technology JUST,Jamahuriya Univ Sci & Technol JUST,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Benadir Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Benadir University,Benadir Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Mogadishu Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Mogadishu University,Mogadishu Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Minnesota State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Minnesota State University,Minnesota State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Georgia Southern Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Georgia Southern University,Georgia Southern Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Suffolk Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Suffolk University,Suffolk Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Bharath Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Bharath University,Bharath Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
State Univ New York Coll Buffalo State,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,State University New York College Buffalo State,State Univ New York Coll Buffalo State,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Univ Engn,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,National University Engineering,Natl Univ Engn,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Northern Ontario Sch Med NOSM Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Northern Ontario Sch Med NOSM University,Northern Ontario Sch Med NOSM Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
NOSM Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,NOSM University,NOSM Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Nakhon Si Thammarat Rajabhat Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Nakhon Si Thammarat Rajabhat University,Nakhon Si Thammarat Rajabhat Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Winnipeg,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Winnipeg,Univ Winnipeg,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Njala Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Njala University,Njala Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Fdn Univ Islamabad,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Fdn University Islamabad,Fdn Univ Islamabad,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Indiana Univ South Bend,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Indiana University South Bend,Indiana Univ South Bend,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Misr Int Univ MIU,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Misr Int University MIU,Misr Int Univ MIU,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Massachusetts Lowell,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Massachusetts Lowell,Univ Massachusetts Lowell,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Sunshine Coast,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Sunshine Coast,Univ Sunshine Coast,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Alphacrucis Univ Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Alphacrucis University College,Alphacrucis Univ Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Int Business Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Int Business University,Int Business Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Neijiang Normal Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Neijiang Normal University,Neijiang Normal Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Aberta,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Aberta,Univ Aberta,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Int La Rioja UNIR,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Int La Rioja UNIR,Univ Int La Rioja UNIR,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
M Kozybayev North Kazakhstan Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,M Kozybayev North Kazakhstan University,M Kozybayev North Kazakhstan Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Shakarim Univ Semey,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Shakarim University Semey,Shakarim Univ Semey,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Misr Univ Sci & Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Misr University Science & Technology,Misr Univ Sci & Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Dameitta Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Dameitta University,Dameitta Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Metropolitan Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Metropolitan University,Metropolitan Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Vavuniya,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Vavuniya,Univ Vavuniya,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Inner Mongolia Univ Sci & Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Inner Mongolia University Science & Technology,Inner Mongolia Univ Sci & Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Benguet State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Benguet State University,Benguet State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
S Seifullin Kazakh Agrotech Res Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,S Seifullin Kazakh Agrotech Research University,S Seifullin Kazakh Agrotech Res Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Mardin Artuklu Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Mardin Artuklu University,Mardin Artuklu Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Amity Univ Kolkata,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Amity University Kolkata,Amity Univ Kolkata,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sapientia Hungarian Univ Transylvania,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sapientia Hungarian University Transylvania,Sapientia Hungarian Univ Transylvania,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Yasuj,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Yasuj,Univ Yasuj,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Kashan,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Kashan,Univ Kashan,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
